LECROYWS3054,16293,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Jul-2023 14:47:41,0                 
Time,Ampl
1.84475e-007,0.02
1.84725e-007,0.02
1.84975e-007,0.02
1.85225e-007,0.0233333
1.85475e-007,0.0333333
1.85725e-007,0.0566667
1.85975e-007,0.0833333
1.86225e-007,0.1
1.86475e-007,0.106667
1.86725e-007,0.09
1.86975e-007,0.0733333
1.87225e-007,0.0566667
1.87475e-007,0.0466667
1.87725e-007,0.0333333
1.87975e-007,0.03
1.88225e-007,0.0233333
1.88475e-007,0.0233333
1.88725e-007,0.02
1.88975e-007,0.02
1.89225e-007,0.02
1.89475e-007,0.0233333
1.89725e-007,0.0166667
1.89975e-007,0.0166667
1.90225e-007,0.0166667
1.90475e-007,0.03
1.90725e-007,0.0433333
1.90975e-007,0.0566667
1.91225e-007,0.07
1.91475e-007,0.07
1.91725e-007,0.06
1.91975e-007,0.05
1.92225e-007,0.04
1.92475e-007,0.0333333
1.92725e-007,0.0266667
1.92975e-007,0.0266667
1.93225e-007,0.02
1.93475e-007,0.02
1.93725e-007,0.0166667
1.93975e-007,0.02
1.94225e-007,0.0166667
1.94475e-007,0.02
1.94725e-007,0.0133333
1.94975e-007,0.02
1.95225e-007,0.0233333
1.95475e-007,0.0433333
1.95725e-007,0.0633333
1.95975e-007,0.0766667
1.96225e-007,0.08
1.96475e-007,0.0666667
1.96725e-007,0.0533333
1.96975e-007,0.0433333
1.97225e-007,0.0366667
1.97475e-007,0.03
1.97725e-007,0.0233333
1.97975e-007,0.0233333
1.98225e-007,0.02
1.98475e-007,0.02
1.98725e-007,0.02
1.98975e-007,0.02
1.99225e-007,0.02
1.99475e-007,0.02
1.99725e-007,0.03
1.99975e-007,0.0466667
2.00225e-007,0.0633333
2.00475e-007,0.0666667
2.00725e-007,0.0633333
2.00975e-007,0.0533333
2.01225e-007,0.0433333
2.01475e-007,0.0366667
2.01725e-007,0.0266667
2.01975e-007,0.0266667
2.02225e-007,0.02
2.02475e-007,0.02
2.02725e-007,0.0166667
2.02975e-007,0.0166667
2.03225e-007,0.0166667
2.03475e-007,0.02
2.03725e-007,0.0166667
2.03975e-007,0.0166667
2.04225e-007,0.02
2.04475e-007,0.0366667
2.04725e-007,0.0533333
2.04975e-007,0.0733333
2.05225e-007,0.0833333
2.05475e-007,0.08
2.05725e-007,0.0666667
2.05975e-007,0.0533333
2.06225e-007,0.0433333
2.06475e-007,0.0333333
2.06725e-007,0.0233333
2.06975e-007,0.0233333
2.07225e-007,0.0233333
2.07475e-007,0.02
2.07725e-007,0.0166667
2.07975e-007,0.02
2.08225e-007,0.02
2.08475e-007,0.02
2.08725e-007,0.0166667
2.08975e-007,0.0166667
2.09225e-007,0.02
2.09475e-007,0.03
2.09725e-007,0.0433333
2.09975e-007,0.0566667
2.10225e-007,0.0633333
2.10475e-007,0.0566667
